case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:18-cv-00761-jdp,jdp,2018-09-14,,2019-07-26,791,n,Labor,counseled,2019
3:18-cv-00768-wmc,wmc,2018-09-17,,,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00769-wmc,wmc,2018-09-17,,2023-05-08,442,y,Civil Rights,pro se,2019
3:18-cv-00772-jdp,jdp,2018-09-17,,2020-12-18,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00773-wmc,wmc,2018-09-17,,2021-11-29,360,y,Torts/Personal Injury,pro se,2019
3:18-cv-00770-wmc,wmc,2018-09-18,,2019-10-28,550,n,Prisoner Petitions,counseled,2019
3:18-cv-00771-wmc,wmc,2018-09-18,,2019-02-08,864,n,Social Security,counseled,2019
3:18-cv-00774-jdp,jdp,2018-09-19,,2023-03-09,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00775-bbc,bbc,2018-09-19,,2018-11-27,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00776-bbc,bbc,2018-09-19,,2020-05-13,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00778-bbc,bbc,2018-09-19,,2019-11-05,864,n,Social Security,counseled,2019
3:18-cv-00777-wmc,wmc,2018-09-19,2018-12-19,2021-11-30,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00777-wmc,wmc,2018-09-19,2018-12-19,2021-11-30,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00784-jdp,jdp,2018-09-19,,2019-07-15,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00786-jdp,jdp,2018-09-19,,2019-07-15,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00787-jdp,jdp,2018-09-19,,2019-07-15,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00779-jdp,jdp,2018-09-20,,2019-01-23,864,n,Social Security,counseled,2019
3:18-cv-00780-wmc,wmc,2018-09-20,,2020-02-12,864,n,Social Security,counseled,2019
3:18-cv-00781-wmc,wmc,2018-09-20,,2018-12-21,480,n,Other Statutes,counseled,2019
3:18-cv-00782-wmc,wmc,2018-09-20,,2018-11-27,110,n,Contract,counseled,2019
3:18-cv-00783-bbc,bbc,2018-09-20,,2021-02-19,442,n,Civil Rights,counseled,2019
3:18-cv-00785-jdp,jdp,2018-09-20,,2019-07-03,480,n,Other Statutes,counseled,2019
3:18-cv-00788-wmc,wmc,2018-09-21,,2019-11-19,360,n,Torts/Personal Injury,counseled,2019
3:18-cv-00789-jdp,jdp,2018-09-21,,2020-02-03,190,n,Contract,counseled,2019
3:18-cv-00790-wmc,wmc,2018-09-21,,2019-06-07,480,n,Other Statutes,counseled,2019
3:18-cv-00791-bbc,bbc,2018-09-21,,2019-11-15,442,y,Civil Rights,pro se,2019
3:18-cv-00792-wmc,wmc,2018-09-21,,2020-02-24,863,n,Social Security,counseled,2019
3:18-cv-00793-wmc,wmc,2018-09-21,,2019-10-11,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00794-bbc,bbc,2018-09-21,,2019-10-31,865,n,Social Security,counseled,2019
3:18-cv-00795-wmc,wmc,2018-09-24,,2021-12-16,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00796-jdp,jdp,2018-09-24,,2018-11-09,840,n,Intellectual Property Rights,counseled,2019
3:18-cv-00797-jdp,jdp,2018-09-25,,2021-09-02,442,n,Civil Rights,counseled,2019
3:18-cv-00802-jdp,jdp,2018-09-25,,2019-06-04,510,y,Habeas Corpus,pro se,2019
3:18-cv-00798-wmc,wmc,2018-09-26,,2019-03-15,864,n,Social Security,counseled,2019
3:18-cv-00799-jdp,jdp,2018-09-26,,2019-02-25,791,n,Labor,counseled,2019
3:18-cv-00800-jdp,jdp,2018-09-26,,2020-01-28,865,n,Social Security,counseled,2019
3:18-cv-00801-wmc,wmc,2018-09-26,,2019-04-05,864,n,Social Security,counseled,2019
3:18-cv-00803-jdp,jdp,2018-09-27,,2019-02-19,791,n,Labor,counseled,2019
3:18-cv-00804-bbc,bbc,2018-09-27,,2020-01-16,442,n,Civil Rights,counseled,2019
3:18-cv-00805-wmc,wmc,2018-09-27,,2020-10-01,445,n,Civil Rights,counseled,2019
3:18-cv-00806-wmc,wmc,2018-09-27,,2019-11-13,190,n,Contract,counseled,2019
3:18-cv-00815-jdp,jdp,2018-09-27,,2019-03-20,510,y,Habeas Corpus,pro se,2019
3:18-cv-00809-wmc,wmc,2018-09-28,,2022-08-12,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00808-wmc,wmc,2018-09-28,,2020-01-06,440,y,Civil Rights,pro se,2019
3:18-cv-00810-wmc,wmc,2018-09-28,,2018-11-08,440,y,Civil Rights,pro se,2019
3:18-cv-00811-jdp,jdp,2018-10-01,,2019-07-26,480,n,Other Statutes,counseled,2019
3:18-cv-00812-wmc,wmc,2018-10-01,,2019-12-27,791,n,Labor,counseled,2019
3:18-cv-00813-wmc,wmc,2018-10-01,,2018-10-24,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00814-bbc,bbc,2018-10-01,,2018-12-27,530,y,Habeas Corpus,pro se,2019
3:18-cv-00816-wmc,wmc,2018-10-02,,2019-04-17,140,n,Contract,counseled,2019
3:18-cv-00817-jdp,jdp,2018-10-03,,2020-04-22,710,n,Labor,counseled,2019
3:18-cv-00818-wmc,wmc,2018-10-03,,2020-01-29,440,n,Civil Rights,counseled,2019
3:18-cv-00819-jdp,jdp,2018-10-03,,2019-03-07,480,n,Other Statutes,counseled,2019
3:18-cv-00807-wmc,wmc,2018-10-04,,2019-01-02,864,n,Social Security,counseled,2019
3:18-cv-00820-wmc,wmc,2018-10-04,,2019-11-18,710,n,Labor,counseled,2019
3:18-cv-00821-bbc,bbc,2018-10-04,,2019-04-04,422,y,Bankruptcy,pro se,2019
3:18-cv-00823-bbc,bbc,2018-10-04,,2018-12-10,422,n,Bankruptcy,counseled,2019
3:18-cv-00822-wmc,wmc,2018-10-04,,2020-01-24,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00824-slc,slc,2018-10-04,,2019-12-16,870,n,Federal Tax Suits,counseled,2019
3:18-cv-00825-wmc,wmc,2018-10-05,,2023-02-01,530,n,Habeas Corpus,counseled,2019
3:18-cv-00826-wmc,wmc,2018-10-05,,2020-08-06,480,n,Other Statutes,counseled,2019
3:18-cv-00827-jdp,jdp,2018-10-05,,2019-10-30,440,n,Civil Rights,counseled,2019
3:18-cv-00828-wmc,wmc,2018-10-05,2020-06-08,2020-06-09,890,n,Other Statutes,counseled,2019
3:18-cv-00828-wmc,wmc,2018-10-05,2020-06-08,2020-06-09,890,n,Other Statutes,counseled,2019
3:18-cv-00829-wmc,wmc,2018-10-09,,2022-10-17,530,n,Habeas Corpus,counseled,2019
3:18-cv-00830-wmc,wmc,2018-10-09,,2020-01-07,480,n,Other Statutes,counseled,2019
3:18-cv-00832-wmc,wmc,2018-10-09,,2019-03-15,440,n,Civil Rights,counseled,2019
3:18-cv-00831-jdp,jdp,2018-10-09,,2021-11-15,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00833-jdp,jdp,2018-10-10,,2019-06-19,864,n,Social Security,counseled,2019
3:18-cv-00834-wmc,wmc,2018-10-11,,2020-08-11,440,y,Civil Rights,pro se,2019
3:18-cv-00835-wmc,wmc,2018-10-11,,2019-12-13,864,n,Social Security,counseled,2019
3:18-cv-00836-jdp,jdp,2018-10-11,,2019-02-26,220,n,Real Property,counseled,2019
3:18-cv-00837-wmc,wmc,2018-10-11,,2019-07-31,220,n,Real Property,counseled,2019
3:18-cv-00838-wmc,wmc,2018-10-11,,2019-04-24,220,n,Real Property,counseled,2019
3:18-cv-00839-slc,slc,2018-10-11,,2018-10-31,190,n,Contract,counseled,2019
3:18-cv-00840-jdp,jdp,2018-10-11,,2019-05-21,890,n,Other Statutes,counseled,2019
3:18-cv-00845-jdp,jdp,2018-10-11,,2020-07-20,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00841-jdp,jdp,2018-10-12,,2019-06-25,480,n,Other Statutes,counseled,2019
3:18-cv-00843-jdp,jdp,2018-10-12,,2019-03-21,480,n,Other Statutes,counseled,2019
3:18-cv-00844-wmc,wmc,2018-10-12,,2021-09-08,385,n,Personal Property,counseled,2019
3:18-cv-00846-jdp,jdp,2018-10-12,,2020-07-28,440,y,Civil Rights,pro se,2019
3:18-cv-00842-jdp,jdp,2018-10-12,,2020-02-21,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00847-wmc,wmc,2018-10-15,,2021-06-07,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00849-wmc,wmc,2018-10-16,,2020-02-24,840,n,Intellectual Property Rights,counseled,2019
3:18-cv-00850-jdp,jdp,2018-10-16,,2019-03-08,864,n,Social Security,counseled,2019
3:18-cv-00851-bbc,bbc,2018-10-16,,2019-12-03,864,n,Social Security,counseled,2019
3:18-cv-00852-bbc,bbc,2018-10-16,,2018-11-09,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00853-wmc,wmc,2018-10-16,,2020-10-05,830,n,Intellectual Property Rights,counseled,2019
3:18-cv-00854-jdp,jdp,2018-10-16,,2019-03-08,864,n,Social Security,counseled,2019
3:18-cv-00855-wmc,wmc,2018-10-16,,2020-06-02,791,n,Labor,counseled,2019
3:18-cv-00856-jdp,jdp,2018-10-17,,2018-10-23,440,y,Civil Rights,pro se,2019
3:18-cv-00857-wmc,wmc,2018-10-18,,2020-05-29,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00858-wmc,wmc,2018-10-18,,2021-08-30,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00859-jdp,jdp,2018-10-18,,2019-07-09,710,n,Labor,counseled,2019
3:18-cv-00848-jdp,jdp,2018-10-18,,2020-02-13,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00860-jdp,jdp,2018-10-19,,2019-01-07,480,n,Other Statutes,counseled,2019
3:18-cv-00862-wmc,wmc,2018-10-19,,2018-12-10,510,y,Habeas Corpus,pro se,2019
3:18-cv-00863-jdp,jdp,2018-10-19,,2019-01-02,480,n,Other Statutes,counseled,2019
3:18-cv-00861-jdp,jdp,2018-10-19,,2019-07-31,290,y,Real Property,pro se,2019
3:18-cv-00864-jdp,jdp,2018-10-19,,2020-04-22,530,n,Habeas Corpus,counseled,2019
3:18-cv-00865-jdp,jdp,2018-10-22,,2020-03-04,190,n,Contract,counseled,2019
3:18-cv-00867-jdp,jdp,2018-10-23,,2019-06-05,870,n,Federal Tax Suits,counseled,2019
3:18-cv-00866-bbc,bbc,2018-10-23,,2019-01-18,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00868-wmc,wmc,2018-10-23,,2022-01-25,510,y,Habeas Corpus,pro se,2019
3:18-cv-00869-jdp,jdp,2018-10-23,,2018-11-21,190,y,Contract,pro se,2019
3:18-cv-00870-jdp,jdp,2018-10-23,,2019-03-05,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00871-wmc,wmc,2018-10-24,,2019-03-28,791,n,Labor,counseled,2019
3:18-cv-00872-jdp,jdp,2018-10-24,,2019-01-24,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00873-jdp,jdp,2018-10-25,,2020-02-25,190,n,Contract,counseled,2019
3:18-cv-00874-jdp,jdp,2018-10-25,,2019-07-23,864,n,Social Security,counseled,2019
3:18-cv-00875-jdp,jdp,2018-10-25,,2019-12-02,840,n,Intellectual Property Rights,counseled,2019
3:18-cv-00876-wmc,wmc,2018-10-25,2018-12-26,2021-05-04,560,y,Prisoner Petitions,pro se,2019
3:18-cv-00876-wmc,wmc,2018-10-25,2018-12-26,2021-05-04,560,y,Prisoner Petitions,pro se,2019
3:18-cv-00877-slc,slc,2018-10-25,,2020-02-03,440,n,Civil Rights,counseled,2019
3:18-cv-00878-slc,slc,2018-10-26,,2019-01-07,480,n,Other Statutes,counseled,2019
3:18-cv-00879-jdp,jdp,2018-10-26,,2019-12-19,442,y,Civil Rights,pro se,2019
3:18-cv-00880-jdp,jdp,2018-10-26,,2019-03-06,440,y,Civil Rights,pro se,2019
3:18-cv-00881-bbc,bbc,2018-10-26,,2020-02-18,864,y,Social Security,pro se,2019
3:18-cv-00882-bbc,bbc,2018-10-26,,2020-09-29,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00883-jdp,jdp,2018-10-26,,2020-06-15,365,n,Torts/Personal Injury,counseled,2019
3:18-cv-00884-wmc,wmc,2018-10-29,,2019-03-08,864,n,Social Security,counseled,2019
3:18-cv-00885-bbc,bbc,2018-10-29,,2019-01-15,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00886-wmc,wmc,2018-10-29,,2019-01-02,140,n,Contract,counseled,2019
3:18-cv-00887-jdp,jdp,2018-10-29,,2019-02-12,830,n,Intellectual Property Rights,counseled,2019
3:18-cv-00888-jdp,jdp,2018-10-29,,2019-07-25,865,n,Social Security,counseled,2019
3:18-cv-00889-bbc,bbc,2018-10-29,,2019-01-17,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00890-wmc,wmc,2018-10-29,,2020-04-03,510,y,Habeas Corpus,pro se,2019
3:18-cv-00892-bbc,bbc,2018-10-29,,2018-12-04,440,y,Civil Rights,pro se,2019
3:18-cv-00893-wmc,wmc,2018-10-31,,2019-01-16,480,n,Other Statutes,counseled,2019
3:18-cv-00894-jdp,jdp,2018-10-31,,2019-02-26,480,n,Other Statutes,counseled,2019
3:18-cv-00895-slc,slc,2018-10-31,,,550,n,Prisoner Petitions,counseled,2019
3:18-cv-00911-wmc,wmc,2018-10-31,,2018-12-04,440,y,Civil Rights,pro se,2019
3:18-cv-00897-wmc,wmc,2018-11-01,,2020-08-21,360,n,Torts/Personal Injury,counseled,2019
3:18-cv-00896-wmc,wmc,2018-11-01,,2022-11-04,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00898-wmc,wmc,2018-11-01,,2019-01-18,350,n,Torts/Personal Injury,counseled,2019
3:18-cv-00899-wmc,wmc,2018-11-01,,2022-05-16,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00901-jdp,jdp,2018-11-01,,2022-06-16,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00902-wmc,wmc,2018-11-01,,2021-07-23,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00903-slc,slc,2018-11-01,,2019-01-24,480,n,Other Statutes,counseled,2019
3:18-cv-00904-wmc,wmc,2018-11-01,,2020-10-29,190,n,Contract,counseled,2019
3:18-cv-00905-jdp,jdp,2018-11-01,,2019-06-17,360,n,Torts/Personal Injury,counseled,2019
3:18-cv-00900-wmc,wmc,2018-11-01,,2022-06-06,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00906-jdp,jdp,2018-11-02,,2018-12-11,791,n,Labor,counseled,2019
3:18-cv-00908-jdp,jdp,2018-11-02,,2019-02-06,480,n,Other Statutes,counseled,2019
3:18-cv-00909-wmc,wmc,2018-11-02,,2021-12-23,751,n,Labor,counseled,2019
3:18-cv-00910-bbc,bbc,2018-11-02,,2019-01-15,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00907-jdp,jdp,2018-11-02,,2022-10-04,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00891-wmc,wmc,2018-11-05,,2019-03-05,864,n,Social Security,counseled,2019
3:18-cv-00912-jdp,jdp,2018-11-05,,2018-12-18,442,n,Civil Rights,counseled,2019
3:18-cv-00914-wmc,wmc,2018-11-05,,2019-03-13,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00915-wmc,wmc,2018-11-05,2019-08-19,2019-09-05,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00915-wmc,wmc,2018-11-05,2019-08-19,2019-09-05,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00916-jdp,jdp,2018-11-05,,2020-01-24,440,n,Civil Rights,counseled,2019
3:18-cv-00920-jdp,jdp,2018-11-05,,2018-11-07,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00921-wmc,wmc,2018-11-05,,2022-04-21,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00913-wmc,wmc,2018-11-05,,2019-10-15,530,y,Habeas Corpus,pro se,2019
3:18-cv-00917-wmc,wmc,2018-11-06,,2020-06-25,360,n,Torts/Personal Injury,counseled,2019
3:18-cv-00918-slc,slc,2018-11-06,,2019-02-28,791,n,Labor,counseled,2019
3:18-cv-00919-jdp,jdp,2018-11-06,,2019-05-20,190,n,Contract,counseled,2019
3:18-cv-00922-jdp,jdp,2018-11-06,,2018-11-07,510,y,Habeas Corpus,pro se,2019
3:18-cv-00923-slc,slc,2018-11-06,,2022-10-13,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00924-bbc,bbc,2018-11-07,,2019-10-28,863,n,Social Security,counseled,2019
3:18-cv-00925-jdp,jdp,2018-11-07,,2019-04-08,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00958-jdp,jdp,2018-11-07,,2019-07-02,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00926-wmc,wmc,2018-11-08,,2019-02-27,791,n,Labor,counseled,2019
3:18-cv-00927-bbc,bbc,2018-11-08,,2020-03-25,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00928-bbc,bbc,2018-11-08,,2019-01-02,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00929-wmc,wmc,2018-11-09,,2019-07-12,190,n,Contract,counseled,2019
3:18-cv-00931-wmc,wmc,2018-11-09,,2020-01-03,367,n,Torts/Personal Injury,counseled,2019
3:18-cv-00930-wmc,wmc,2018-11-09,,2022-03-30,555,y,Prisoner Petitions,pro se,2019
3:18-cv-00932-jdp,jdp,2018-11-13,,2019-07-02,865,n,Social Security,counseled,2019
3:18-cv-00933-jdp,jdp,2018-11-13,,2019-01-18,190,y,Contract,pro se,2019
3:18-cv-00934-jdp,jdp,2018-11-13,,2020-09-04,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00936-wmc,wmc,2018-11-13,,2020-02-21,864,n,Social Security,counseled,2019
3:18-cv-00935-wmc,wmc,2018-11-13,,2018-12-10,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00937-wmc,wmc,2018-11-13,,2021-12-14,440,y,Civil Rights,pro se,2019
3:18-cv-00938-wmc,wmc,2018-11-13,,2020-01-03,190,n,Contract,counseled,2019
3:18-cv-00939-slc,slc,2018-11-14,,2019-06-05,440,n,Civil Rights,counseled,2019
3:18-cv-00940-slc,slc,2018-11-15,,2019-09-06,440,n,Civil Rights,counseled,2019
3:18-cv-00941-bbc,bbc,2018-11-15,,2019-01-02,530,y,Habeas Corpus,pro se,2019
3:18-cv-00942-jdp,jdp,2018-11-15,,2018-12-12,530,y,Habeas Corpus,pro se,2019
3:18-cv-00943-wmc,wmc,2018-11-15,,2021-11-23,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00944-bbc,bbc,2018-11-15,,2020-05-28,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00945-wmc,wmc,2018-11-15,2020-09-16,2022-01-03,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00945-wmc,wmc,2018-11-15,2020-09-16,2022-01-03,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00946-jdp,jdp,2018-11-16,,2019-03-26,820,n,Intellectual Property Rights,counseled,2019
3:18-cv-00947-jdp,jdp,2018-11-16,,2019-04-30,530,y,Habeas Corpus,pro se,2019
3:18-cv-00960-jdp,jdp,2018-11-16,,2019-04-26,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00948-jdp,jdp,2018-11-19,,2019-05-13,480,n,Other Statutes,counseled,2019
3:18-cv-00949-wmc,wmc,2018-11-19,,2019-02-21,710,n,Labor,counseled,2019
3:18-cv-00950-jdp,jdp,2018-11-19,,2018-12-20,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00951-wmc,wmc,2018-11-19,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-00952-jdp,jdp,2018-11-20,,2019-01-03,710,n,Labor,counseled,2019
3:18-cv-00953-jdp,jdp,2018-11-20,,2020-04-01,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00954-jdp,jdp,2018-11-20,,2018-11-26,530,y,Habeas Corpus,pro se,2019
3:18-cv-00955-jdp,jdp,2018-11-20,,2019-12-20,445,n,Civil Rights,counseled,2019
3:18-cv-00956-jdp,jdp,2018-11-20,,2019-01-16,870,y,Federal Tax Suits,pro se,2019
3:18-cv-00957-wmc,wmc,2018-11-20,,2020-11-24,480,n,Other Statutes,counseled,2019
3:18-cv-00959-jdp,jdp,2018-11-20,,2018-11-21,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00961-wmc,wmc,2018-11-20,,2022-06-24,510,y,Habeas Corpus,pro se,2019
3:18-cv-00963-jdp,jdp,2018-11-21,,2019-07-24,864,n,Social Security,counseled,2019
3:18-cv-00964-wmc,wmc,2018-11-21,,2019-01-18,480,n,Other Statutes,counseled,2019
3:18-cv-00965-wmc,wmc,2018-11-26,,2019-04-25,445,n,Civil Rights,counseled,2019
3:18-cv-00966-bbc,bbc,2018-11-26,,2019-06-12,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00967-jdp,jdp,2018-11-26,,2019-08-05,890,n,Other Statutes,counseled,2019
3:18-cv-00968-wmc,wmc,2018-11-26,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-00969-jdp,jdp,2018-11-26,,2020-05-06,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00972-jdp,jdp,2018-11-26,,2018-12-27,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00976-jdp,jdp,2018-11-26,,2020-04-16,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00970-wmc,wmc,2018-11-27,,2023-03-01,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00971-jdp,jdp,2018-11-27,2020-08-21,2023-02-22,555,n,Prisoner Petitions,counseled,2019
3:18-cv-00971-jdp,jdp,2018-11-27,2020-08-21,2023-02-22,555,n,Prisoner Petitions,counseled,2019
3:18-cv-00973-jdp,jdp,2018-11-27,,2019-01-04,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00974-bbc,bbc,2018-11-27,,2020-01-10,864,n,Social Security,counseled,2019
3:18-cv-00975-bbc,bbc,2018-11-27,,2019-05-06,864,n,Social Security,counseled,2019
3:18-cv-00977-jdp,jdp,2018-11-28,,2019-09-19,791,n,Labor,counseled,2019
3:18-cv-00978-jdp,jdp,2018-11-28,,2019-05-22,480,n,Other Statutes,counseled,2019
3:18-cv-00982-jdp,jdp,2018-11-28,,2019-08-22,530,y,Habeas Corpus,pro se,2019
3:18-cv-00979-jdp,jdp,2018-11-29,,2020-08-31,820,n,Intellectual Property Rights,counseled,2019
3:18-cv-00980-jdp,jdp,2018-11-29,,2018-12-27,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00981-wmc,wmc,2018-11-29,,2018-12-13,480,n,Other Statutes,counseled,2019
3:18-cv-00983-wmc,wmc,2018-11-29,,2019-02-04,870,n,Federal Tax Suits,counseled,2019
3:18-cv-00984-slc,slc,2018-11-29,,2020-02-11,863,n,Social Security,counseled,2019
3:18-cv-00985-wmc,wmc,2018-11-29,,2019-02-04,870,n,Federal Tax Suits,counseled,2019
3:18-cv-00986-wmc,wmc,2018-11-29,2019-01-23,2019-04-15,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00986-wmc,wmc,2018-11-29,2019-01-23,2019-04-15,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00987-wmc,wmc,2018-11-29,,2021-06-25,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00988-wmc,wmc,2018-11-30,,2021-12-01,442,y,Civil Rights,pro se,2019
3:18-cv-00989-wmc,wmc,2018-11-30,,2019-08-21,480,n,Other Statutes,counseled,2019
3:18-cv-00990-jdp,jdp,2018-11-30,,2019-08-12,480,n,Other Statutes,counseled,2019
3:18-cv-00991-wmc,wmc,2018-11-30,,2022-02-16,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00992-jdp,jdp,2018-11-30,,2021-04-09,890,n,Other Statutes,counseled,2019
3:18-cv-00993-jdp,jdp,2018-11-30,,2019-01-07,440,y,Civil Rights,pro se,2019
3:18-cv-00994-jdp,jdp,2018-12-03,,2023-01-27,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00995-jdp,jdp,2018-12-03,,2022-08-30,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01001-bbc,bbc,2018-12-03,,2019-02-21,550,y,Prisoner Petitions,pro se,2019
3:18-cv-00996-wmc,wmc,2018-12-04,,2019-01-23,840,n,Intellectual Property Rights,counseled,2019
3:18-cv-00997-wmc,wmc,2018-12-04,,2021-06-07,864,y,Social Security,pro se,2019
3:18-cv-00998-wmc,wmc,2018-12-04,,2021-11-17,442,y,Civil Rights,pro se,2019
3:18-cv-00999-wmc,wmc,2018-12-04,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-01000-wmc,wmc,2018-12-04,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-01002-jdp,jdp,2018-12-04,,2020-10-15,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01003-wmc,wmc,2018-12-04,2023-02-24,,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01003-wmc,wmc,2018-12-04,2023-02-24,,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01004-jdp,jdp,2018-12-06,,2019-06-17,350,n,Torts/Personal Injury,counseled,2019
3:18-cv-01005-jdp,jdp,2018-12-06,,2020-09-10,530,n,Habeas Corpus,counseled,2019
3:18-cv-01007-jdp,jdp,2018-12-06,,2019-02-15,446,n,Civil Rights,counseled,2019
3:18-cv-01006-bbc,bbc,2018-12-06,,2019-10-10,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01008-wmc,wmc,2018-12-06,2022-02-18,2022-07-01,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01008-wmc,wmc,2018-12-06,2022-02-18,2022-07-01,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01009-jdp,jdp,2018-12-06,2019-10-25,2020-02-07,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01009-jdp,jdp,2018-12-06,2019-10-25,2020-02-07,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01010-wmc,wmc,2018-12-06,,2019-07-10,480,n,Other Statutes,counseled,2019
3:18-cv-01011-jdp,jdp,2018-12-07,,2020-08-27,190,n,Contract,counseled,2019
3:18-cv-01012-wmc,wmc,2018-12-07,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-01013-wmc,wmc,2018-12-07,,2021-11-17,440,y,Civil Rights,pro se,2019
3:18-cv-01014-slc,slc,2018-12-07,,2020-03-25,864,n,Social Security,counseled,2019
3:18-cv-01015-wmc,wmc,2018-12-07,,2019-07-31,480,n,Other Statutes,counseled,2019
3:18-cv-01016-jdp,jdp,2018-12-10,,2020-11-16,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01017-jdp,jdp,2018-12-10,,2019-04-04,367,n,Torts/Personal Injury,counseled,2019
3:18-cv-01019-jdp,jdp,2018-12-10,,2019-04-24,863,n,Social Security,counseled,2019
3:18-cv-01020-bbc,bbc,2018-12-10,,2021-06-28,550,n,Prisoner Petitions,counseled,2019
3:18-cv-01022-jdp,jdp,2018-12-10,,2019-01-23,480,n,Other Statutes,counseled,2019
3:18-cv-01021-slc,slc,2018-12-10,2021-01-20,2021-04-22,555,y,Prisoner Petitions,pro se,2019
3:18-cv-01021-slc,slc,2018-12-10,2021-01-20,2021-04-22,555,y,Prisoner Petitions,pro se,2019
3:18-cv-01018-bbc,bbc,2018-12-10,,2020-04-09,550,y,Prisoner Petitions,pro se,2019
3:18-cv-01024-bbc,bbc,2018-12-10,,2020-02-05,550,y,Prisoner Petitions,pro se,2019
