case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:22-cv-00085-jdp,jdp,2022-02-14,,2022-06-03,530,y,Habeas Corpus,pro se,2022
3:22-cv-00086-jdp,jdp,2022-02-14,,2022-06-02,530,y,Habeas Corpus,pro se,2022
3:22-cv-00084-jdp,jdp,2022-02-15,,2022-10-25,530,y,Habeas Corpus,pro se,2022
3:22-cv-00087-jdp,jdp,2022-02-15,,2022-07-11,555,n,Prisoner Petitions,counseled,2022
3:22-cv-00088-jdp,jdp,2022-02-17,,2022-12-14,422,n,Bankruptcy,counseled,2022
3:22-cv-00089-slc,slc,2022-02-18,,2022-08-22,190,n,Contract,counseled,2022
3:22-cv-00090-bbc,bbc,2022-02-18,,2022-06-01,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00091-jdp,jdp,2022-02-18,,2023-03-31,864,y,Social Security,pro se,2022
3:22-cv-00092-wmc,wmc,2022-02-22,,2022-03-11,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00093-jdp,jdp,2022-02-22,,2022-04-20,480,n,Other Statutes,counseled,2022
3:22-cv-00094-slc,slc,2022-02-23,,2022-05-03,465,n,Immigration,counseled,2022
3:22-cv-00095-wmc,wmc,2022-02-23,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00096-jdp,jdp,2022-02-24,,2023-02-10,422,n,Bankruptcy,counseled,2022
3:22-cv-00097-bbc,bbc,2022-02-24,,2022-06-07,864,n,Social Security,counseled,2022
3:22-cv-00098-wmc,wmc,2022-02-24,,2022-07-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00099-jdp,jdp,2022-02-24,,2023-02-14,290,n,Real Property,counseled,2022
3:22-cv-00100-jdp,jdp,2022-02-24,,2022-04-22,290,n,Real Property,counseled,2022
3:22-cv-00101-wmc,wmc,2022-02-25,,2022-03-28,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00102-jdp,jdp,2022-02-28,,,440,n,Civil Rights,counseled,2022
3:22-cv-00103-wmc,wmc,2022-02-28,,2022-04-13,440,y,Civil Rights,pro se,2022
3:22-cv-00105-wmc,wmc,2022-02-28,,2022-12-20,440,n,Civil Rights,counseled,2022
3:22-cv-00104-bbc,bbc,2022-02-28,,2022-03-21,440,y,Civil Rights,pro se,2022
3:22-cv-00106-wmc,wmc,2022-02-28,,2022-05-17,480,n,Other Statutes,counseled,2022
3:22-cv-00107-bbc,bbc,2022-03-01,,2022-03-02,440,y,Civil Rights,pro se,2022
3:22-cv-00108-jdp,jdp,2022-03-01,,2023-02-17,791,n,Labor,counseled,2022
3:22-cv-00109-wmc,wmc,2022-03-01,,2022-12-08,440,n,Civil Rights,counseled,2022
3:22-cv-00110-wmc,wmc,2022-03-02,,,550,n,Prisoner Petitions,counseled,2022
3:22-cv-00111-jdp,jdp,2022-03-02,,2023-03-30,864,n,Social Security,counseled,2022
3:22-cv-00112-wmc,wmc,2022-03-02,,2022-09-06,440,y,Civil Rights,pro se,2022
3:22-cv-00113-wmc,wmc,2022-03-03,,2022-03-07,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00114-wmc,wmc,2022-03-03,,2022-04-18,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00115-wmc,wmc,2022-03-03,2022-10-13,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00115-wmc,wmc,2022-03-03,2022-10-13,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00116-wmc,wmc,2022-03-03,,,330,n,Torts/Personal Injury,counseled,2022
3:22-cv-00118-bbc,bbc,2022-03-03,,2022-07-20,442,n,Civil Rights,counseled,2022
3:22-cv-00117-wmc,wmc,2022-03-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00119-wmc,wmc,2022-03-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00120-jdp,jdp,2022-03-07,,2022-06-03,530,y,Habeas Corpus,pro se,2022
3:22-cv-00121-jdp,jdp,2022-03-07,,,440,n,Civil Rights,counseled,2022
3:22-cv-00122-jdp,jdp,2022-03-08,,2022-07-13,440,y,Civil Rights,pro se,2022
3:22-cv-00123-jdp,jdp,2022-03-08,,,864,n,Social Security,counseled,2022
3:22-cv-00124-wmc,wmc,2022-03-08,,2023-05-11,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00125-wmc,wmc,2022-03-08,,,710,n,Labor,counseled,2022
3:22-cv-00126-jdp,jdp,2022-03-09,,2022-08-26,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00127-jdp,jdp,2022-03-09,,2022-07-12,465,n,Immigration,counseled,2022
3:22-cv-00128-jdp,jdp,2022-03-09,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00129-wmc,wmc,2022-03-10,2022-05-04,2022-08-01,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00129-wmc,wmc,2022-03-10,2022-05-04,2022-08-01,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00130-wmc,wmc,2022-03-10,2022-05-04,2022-07-15,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00130-wmc,wmc,2022-03-10,2022-05-04,2022-07-15,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00131-wmc,wmc,2022-03-10,,2022-08-23,864,n,Social Security,counseled,2022
3:22-cv-00133-wmc,wmc,2022-03-10,,2022-10-21,864,n,Social Security,counseled,2022
3:22-cv-00132-jdp,jdp,2022-03-10,,2022-04-08,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00134-wmc,wmc,2022-03-10,,,440,n,Civil Rights,counseled,2022
22-135,jdp,2022-03-14,,,376,n,Other Statutes,counseled,2022
3:22-cv-00136-jdp,jdp,2022-03-14,,,190,y,Contract,pro se,2022
3:22-cv-00137-wmc,wmc,2022-03-14,,2022-04-15,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00138-slc,slc,2022-03-14,,2022-12-12,864,n,Social Security,counseled,2022
3:22-cv-00139-wmc,wmc,2022-03-14,,2022-12-13,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00140-jdp,jdp,2022-03-15,,2022-03-21,440,y,Civil Rights,pro se,2022
3:22-cv-00142-jdp,jdp,2022-03-16,,2023-05-18,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00143-jdp,jdp,2022-03-16,,,864,n,Social Security,counseled,2022
3:22-cv-00145-jdp,jdp,2022-03-17,,2022-12-15,110,n,Contract,counseled,2022
3:22-cv-00146-jdp,jdp,2022-03-17,,2022-04-06,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00147-wmc,wmc,2022-03-17,,2022-06-30,480,n,Other Statutes,counseled,2022
3:22-cv-00149-wmc,wmc,2022-03-18,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00148-wmc,wmc,2022-03-18,,2022-07-12,440,y,Civil Rights,pro se,2022
3:22-cv-00150-wmc,wmc,2022-03-18,,2022-04-20,440,y,Civil Rights,pro se,2022
3:22-cv-00144-wmc,wmc,2022-03-18,,2023-04-10,880,n,Intellectual Property Rights,counseled,2022
3:22-cv-00152-jdp,jdp,2022-03-21,,2022-10-07,550,y,Prisoner Petitions,pro se,2022
22-151,slc,2022-03-21,,,376,n,Other Statutes,counseled,2022
3:22-cv-00141-jdp,jdp,2022-03-22,,2022-05-31,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00153-jdp,jdp,2022-03-22,,2022-06-15,710,n,Labor,counseled,2022
3:22-cv-00154-wmc,wmc,2022-03-22,,2022-06-08,440,y,Civil Rights,pro se,2022
3:22-cv-00155-wmc,wmc,2022-03-22,,2022-08-17,890,n,Other Statutes,counseled,2022
3:22-cv-00156-jdp,jdp,2022-03-22,,2023-04-28,864,n,Social Security,counseled,2022
3:22-cv-00157-jdp,jdp,2022-03-22,,2023-03-30,864,n,Social Security,counseled,2022
3:22-cv-00158-jdp,jdp,2022-03-23,,2022-10-20,530,y,Habeas Corpus,pro se,2022
3:22-cv-00159-wmc,wmc,2022-03-23,,2023-04-26,442,n,Civil Rights,counseled,2022
3:22-cv-00160-wmc,wmc,2022-03-23,,2022-06-09,480,n,Other Statutes,counseled,2022
3:22-cv-00163-slc,slc,2022-03-23,,,865,n,Social Security,counseled,2022
3:22-cv-00161-wmc,wmc,2022-03-23,,2022-10-07,530,y,Habeas Corpus,pro se,2022
3:22-cv-00162-wmc,wmc,2022-03-23,,2022-10-07,530,y,Habeas Corpus,pro se,2022
3:22-cv-00164-jdp,jdp,2022-03-24,,2023-01-11,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00165-wmc,wmc,2022-03-25,,2023-01-05,865,n,Social Security,counseled,2022
3:22-cv-00166-wmc,wmc,2022-03-25,,,530,n,Habeas Corpus,counseled,2022
3:22-cv-00167-slc,slc,2022-03-25,,2022-04-11,465,n,Immigration,counseled,2022
3:22-cv-00168-bbc,bbc,2022-03-28,,2022-08-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00169-wmc,wmc,2022-03-28,,,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00170-jdp,jdp,2022-03-28,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00171-wmc,wmc,2022-03-28,,,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00172-jdp,jdp,2022-03-28,,2023-05-26,550,n,Prisoner Petitions,counseled,2022
3:22-cv-00173-bbc,bbc,2022-03-28,,2022-05-20,440,y,Civil Rights,pro se,2022
3:22-cv-00174-bbc,bbc,2022-03-28,,2022-04-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00175-jdp,jdp,2022-03-29,,2022-04-26,480,n,Other Statutes,counseled,2022
3:22-cv-00177-wmc,wmc,2022-03-30,,,440,n,Civil Rights,counseled,2022
3:22-cv-00178-jdp,jdp,2022-03-30,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00179-jdp,jdp,2022-03-30,,2022-10-17,530,y,Habeas Corpus,pro se,2022
3:22-cv-00176-wmc,wmc,2022-03-30,,,440,y,Civil Rights,pro se,2022
3:22-cv-00180-jdp,jdp,2022-03-31,,2023-04-12,751,n,Labor,counseled,2022
3:22-cv-00181-wmc,wmc,2022-03-31,,2022-07-12,480,n,Other Statutes,counseled,2022
3:22-cv-00182-jdp,jdp,2022-03-31,,2022-06-13,190,n,Contract,counseled,2022
3:22-cv-00184-wmc,wmc,2022-04-01,,2022-09-21,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00183-wmc,wmc,2022-04-01,,2022-08-12,440,y,Civil Rights,pro se,2022
3:22-cv-00185-jdp,jdp,2022-04-04,,2023-05-02,870,n,Federal Tax Suits,counseled,2022
3:22-cv-00186-wmc,wmc,2022-04-04,,2022-08-05,190,n,Contract,counseled,2022
3:22-cv-00187-jdp,jdp,2022-04-04,,2022-10-06,440,y,Civil Rights,pro se,2022
3:22-cv-00188-wmc,wmc,2022-04-04,,2023-05-12,710,n,Labor,counseled,2022
3:22-cv-00189-jdp,jdp,2022-04-04,,2022-11-29,530,y,Habeas Corpus,pro se,2022
3:22-cv-00190-bbc,bbc,2022-04-04,,2022-05-04,440,y,Civil Rights,pro se,2022
3:22-cv-00191-wmc,wmc,2022-04-06,,2022-10-25,442,n,Civil Rights,counseled,2022
3:22-cv-00193-jdp,jdp,2022-04-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00194-wmc,wmc,2022-04-07,,,720,n,Labor,counseled,2022
3:22-cv-00195-slc,slc,2022-04-07,,2022-09-21,899,n,Other Statutes,counseled,2022
3:22-cv-00196-wmc,wmc,2022-04-07,,2022-09-30,110,n,Contract,counseled,2022
3:22-cv-00197-wmc,wmc,2022-04-07,,,864,n,Social Security,counseled,2022
3:22-cv-00198-wmc,wmc,2022-04-08,,,440,n,Civil Rights,counseled,2022
3:22-cv-00199-jdp,jdp,2022-04-08,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00206-jdp,jdp,2022-04-08,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00192-jdp,jdp,2022-04-11,,2022-10-24,751,n,Labor,counseled,2022
3:22-cv-00200-jdp,jdp,2022-04-11,,2022-11-01,791,n,Labor,counseled,2022
3:22-cv-00201-jdp,jdp,2022-04-11,,2023-01-10,220,n,Real Property,counseled,2022
3:22-cv-00202-wmc,wmc,2022-04-11,,2022-08-11,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00203-wmc,wmc,2022-04-11,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00204-jdp,jdp,2022-04-11,,,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00205-jdp,jdp,2022-04-11,,,864,y,Social Security,pro se,2022
3:22-cv-00207-wmc,wmc,2022-04-12,,2022-09-14,480,n,Other Statutes,counseled,2022
3:22-cv-00208-jdp,jdp,2022-04-12,,,791,n,Labor,counseled,2022
3:22-cv-00209-wmc,wmc,2022-04-12,,2022-06-29,443,n,Civil Rights,counseled,2022
3:22-cv-00210-wmc,wmc,2022-04-12,,2022-05-19,790,n,Labor,counseled,2022
3:22-cv-00211-wmc,wmc,2022-04-13,,2022-11-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00212-jdp,jdp,2022-04-13,,2022-12-23,480,n,Other Statutes,counseled,2022
3:22-cv-00213-jdp,jdp,2022-04-13,,,710,n,Labor,counseled,2022
3:22-cv-00214-jdp,jdp,2022-04-13,,,110,n,Contract,counseled,2022
3:22-cv-00215-jdp,jdp,2022-04-15,,,480,n,Other Statutes,counseled,2022
3:22-cv-00216-slc,slc,2022-04-15,,2022-05-06,110,n,Contract,counseled,2022
3:22-cv-00217-wmc,wmc,2022-04-18,,2022-07-29,440,y,Civil Rights,pro se,2022
3:22-cv-00218-wmc,wmc,2022-04-18,,2022-08-02,190,n,Contract,counseled,2022
3:22-cv-00219-jdp,jdp,2022-04-20,,2022-08-31,480,n,Other Statutes,counseled,2022
3:22-cv-00220-wmc,wmc,2022-04-20,,,110,n,Contract,counseled,2022
3:22-cv-00221-jdp,jdp,2022-04-20,,2022-12-07,190,n,Contract,counseled,2022
3:22-cv-00222-slc,slc,2022-04-20,,2022-06-30,710,n,Labor,counseled,2022
3:22-cv-00223-jdp,jdp,2022-04-22,,2022-07-20,840,n,Intellectual Property Rights,counseled,2022
3:22-cv-00224-wmc,wmc,2022-04-22,,2023-01-27,110,y,Contract,pro se,2022
3:22-cv-00226-slc,slc,2022-04-25,,2022-07-27,480,n,Other Statutes,counseled,2022
3:22-cv-00227-wmc,wmc,2022-04-25,,2022-07-07,830,n,Intellectual Property Rights,counseled,2022
3:22-cv-00228-jdp,jdp,2022-04-25,,2023-04-28,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00229-jdp,jdp,2022-04-25,,,530,y,Habeas Corpus,pro se,2022
3:22-cv-00230-wmc,wmc,2022-04-25,2023-01-23,2023-02-27,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00230-wmc,wmc,2022-04-25,2023-01-23,2023-02-27,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00231-wmc,wmc,2022-04-25,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00232-jdp,jdp,2022-04-26,,,710,n,Labor,counseled,2022
3:22-cv-00233-wmc,wmc,2022-04-26,,,863,n,Social Security,counseled,2022
3:22-cv-00234-jdp,jdp,2022-04-27,,,880,n,Intellectual Property Rights,counseled,2022
3:22-cv-00235-jdp,jdp,2022-04-27,,,190,y,Contract,pro se,2022
3:22-cv-00236-slc,slc,2022-04-27,,2023-05-01,710,n,Labor,counseled,2022
3:22-cv-00237-wmc,wmc,2022-04-28,,,110,n,Contract,counseled,2022
3:22-cv-00238-wmc,wmc,2022-04-28,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00239-jdp,jdp,2022-04-28,,2022-05-03,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00240-wmc,wmc,2022-04-29,,,870,n,Federal Tax Suits,counseled,2022
3:22-cv-00242-wmc,wmc,2022-04-29,,2022-11-28,865,n,Social Security,counseled,2022
3:22-cv-00243-wmc,wmc,2022-04-29,,2022-06-07,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00241-jdp,jdp,2022-04-29,,2023-05-18,440,n,Civil Rights,counseled,2022
3:22-cv-00244-jdp,jdp,2022-04-29,,,190,n,Contract,counseled,2022
3:22-cv-00245-wmc,wmc,2022-05-02,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00246-jdp,jdp,2022-05-03,,2022-06-21,480,n,Other Statutes,counseled,2022
3:22-cv-00247-wmc,wmc,2022-05-04,,,445,y,Civil Rights,pro se,2022
3:22-cv-00248-jdp,jdp,2022-05-04,,2023-03-13,530,y,Habeas Corpus,pro se,2022
3:22-cv-00249-wmc,wmc,2022-05-04,,2022-12-08,440,n,Civil Rights,counseled,2022
3:22-cv-00250-slc,slc,2022-05-05,,2023-01-03,465,n,Immigration,counseled,2022
3:22-cv-00251-wmc,wmc,2022-05-05,,2023-01-30,380,n,Personal Property,counseled,2022
3:22-cv-00252-jdp,jdp,2022-05-06,,2022-12-12,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00253-jdp,jdp,2022-05-06,,,440,n,Civil Rights,counseled,2022
3:22-cv-00254-jdp,jdp,2022-05-06,,2022-12-19,864,n,Social Security,counseled,2022
3:22-cv-00255-jdp,jdp,2022-05-06,,,864,n,Social Security,counseled,2022
3:22-cv-00256-jdp,jdp,2022-05-06,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00264-wmc,wmc,2022-05-06,,2023-01-09,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00257-wmc,wmc,2022-05-09,,,840,n,Intellectual Property Rights,counseled,2022
3:22-cv-00258-jdp,jdp,2022-05-09,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00260-jdp,jdp,2022-05-09,,2023-02-22,440,y,Civil Rights,pro se,2022
3:22-cv-00259-jdp,jdp,2022-05-10,,2023-03-10,440,n,Civil Rights,counseled,2022
3:22-cv-00261-jdp,jdp,2022-05-10,,2022-05-16,440,y,Civil Rights,pro se,2022
3:22-cv-00262-wmc,wmc,2022-05-11,,2022-12-08,480,n,Other Statutes,counseled,2022
3:22-cv-00263-wmc,wmc,2022-05-11,,2023-05-25,440,n,Civil Rights,counseled,2022
3:22-cv-00265-jdp,jdp,2022-05-11,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00266-wmc,wmc,2022-05-11,,2023-02-22,440,n,Civil Rights,counseled,2022
3:22-cv-00270-jdp,jdp,2022-05-11,,2022-05-16,530,y,Habeas Corpus,pro se,2022
3:22-cv-00267-jdp,jdp,2022-05-12,,2023-03-13,870,n,Federal Tax Suits,counseled,2022
3:22-cv-00268-jdp,jdp,2022-05-12,,,710,n,Labor,counseled,2022
3:22-cv-00269-slc,slc,2022-05-12,,2022-08-23,791,n,Labor,counseled,2022
3:22-cv-00271-wmc,wmc,2022-05-12,,2022-06-23,465,n,Immigration,counseled,2022
3:22-cv-00272-jdp,jdp,2022-05-13,,,190,n,Contract,counseled,2022
3:22-cv-00273-jdp,jdp,2022-05-13,,,443,n,Civil Rights,counseled,2022
3:22-cv-00274-jdp,jdp,2022-05-13,,,864,n,Social Security,counseled,2022
3:22-cv-00275-wmc,wmc,2022-05-13,,,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00276-jdp,jdp,2022-05-16,,2022-05-24,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00277-wmc,wmc,2022-05-17,,2023-04-10,442,y,Civil Rights,pro se,2022
3:22-cv-00278-wmc,wmc,2022-05-17,,2022-10-11,864,n,Social Security,counseled,2022
3:22-cv-00279-jdp,jdp,2022-05-18,,2022-09-15,440,y,Civil Rights,pro se,2022
3:22-cv-00280-jdp,jdp,2022-05-18,,2022-05-19,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00281-jdp,jdp,2022-05-18,,2022-09-06,840,n,Intellectual Property Rights,counseled,2022
3:22-cv-00282-wmc,wmc,2022-05-18,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00283-wmc,wmc,2022-05-18,,,870,n,Federal Tax Suits,counseled,2022
3:22-cv-00284-jdp,jdp,2022-05-18,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00285-wmc,wmc,2022-05-19,,2022-12-05,865,n,Social Security,counseled,2022
3:22-cv-00286-jdp,jdp,2022-05-19,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00287-jdp,jdp,2022-05-19,,2023-03-15,442,n,Civil Rights,counseled,2022
3:22-cv-00225-jdp,jdp,2022-05-20,,2022-07-21,625,n,Forfeiture/Penalty,counseled,2022
3:22-cv-00288-wmc,wmc,2022-05-20,,2023-01-23,440,y,Civil Rights,pro se,2022
3:22-cv-00289-jdp,jdp,2022-05-23,,,440,n,Civil Rights,counseled,2022
3:22-cv-00290-wmc,wmc,2022-05-23,,2023-05-23,840,n,Intellectual Property Rights,counseled,2022
3:22-cv-00291-wmc,wmc,2022-05-23,,2022-08-24,440,y,Civil Rights,pro se,2022
3:22-cv-00292-wmc,wmc,2022-05-23,,2022-06-06,245,n,Real Property,counseled,2022
3:22-cv-00293-wmc,wmc,2022-05-23,,2022-10-07,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00294-wmc,wmc,2022-05-23,,2022-07-19,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00295-wmc,wmc,2022-05-23,,2022-10-12,530,y,Habeas Corpus,pro se,2022
3:22-cv-00296-wmc,wmc,2022-05-25,,2022-08-01,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00297-jdp,jdp,2022-05-25,,2022-12-20,863,n,Social Security,counseled,2022
3:22-cv-00298-wmc,wmc,2022-05-25,,2022-09-19,791,n,Labor,counseled,2022
3:22-cv-00299-wmc,wmc,2022-05-26,,2022-09-14,830,n,Intellectual Property Rights,counseled,2022
3:22-cv-00301-wmc,wmc,2022-05-26,,2022-07-19,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00302-jdp,jdp,2022-05-26,,,530,n,Habeas Corpus,counseled,2022
3:22-cv-00300-wmc,wmc,2022-05-26,,2022-12-22,360,y,Torts/Personal Injury,pro se,2022
3:22-cv-00303-jdp,jdp,2022-05-26,,2023-04-06,190,y,Contract,pro se,2022
3:22-cv-00304-wmc,wmc,2022-05-26,,,710,n,Labor,counseled,2022
3:22-cv-00305-wmc,wmc,2022-05-27,,2022-08-24,480,y,Other Statutes,pro se,2022
3:22-cv-00306-wmc,wmc,2022-05-27,,2022-06-23,370,y,Personal Property,pro se,2022
3:22-cv-00307-wmc,wmc,2022-05-31,,2022-10-07,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00308-wmc,wmc,2022-05-31,,2022-08-01,530,n,Habeas Corpus,counseled,2022
3:22-cv-00309-wmc,wmc,2022-05-31,,,864,n,Social Security,counseled,2022
3:22-cv-00310-jdp,jdp,2022-05-31,,2023-04-17,820,n,Intellectual Property Rights,counseled,2022
3:22-cv-00311-wmc,wmc,2022-06-01,,2023-04-13,530,y,Habeas Corpus,pro se,2022
3:22-cv-00312-slc,slc,2022-06-02,,,864,n,Social Security,counseled,2022
3:22-cv-00313-jdp,jdp,2022-06-03,,2023-04-14,440,n,Civil Rights,counseled,2022
3:22-cv-00314-jdp,jdp,2022-06-03,,2023-04-11,510,y,Habeas Corpus,pro se,2022
3:22-cv-00316-wmc,wmc,2022-06-06,,,510,y,Habeas Corpus,pro se,2022
3:22-cv-00315-jdp,jdp,2022-06-06,,,530,y,Habeas Corpus,pro se,2022
3:22-cv-00317-jdp,jdp,2022-06-06,2022-08-19,2022-10-07,530,y,Habeas Corpus,pro se,2022
3:22-cv-00317-jdp,jdp,2022-06-06,2022-08-19,2022-10-07,530,y,Habeas Corpus,pro se,2022
3:22-cv-00318-wmc,wmc,2022-06-06,,2022-11-28,864,n,Social Security,counseled,2022
3:22-cv-00319-wmc,wmc,2022-06-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00321-wmc,wmc,2022-06-08,,2022-11-30,530,n,Habeas Corpus,counseled,2022
3:22-cv-00320-jdp,jdp,2022-06-08,,2023-02-23,442,y,Civil Rights,pro se,2022
3:22-cv-00323-wmc,wmc,2022-06-09,,2022-12-22,190,y,Contract,pro se,2022
3:22-cv-00324-jdp,jdp,2022-06-09,,2022-12-19,367,n,Torts/Personal Injury,counseled,2022
3:22-cv-00325-wmc,wmc,2022-06-10,,,442,n,Civil Rights,counseled,2022
3:22-cv-00326-wmc,wmc,2022-06-10,,2022-10-28,863,n,Social Security,counseled,2022
3:22-cv-00327-jdp,jdp,2022-06-13,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00328-wmc,wmc,2022-06-13,,2023-02-13,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00330-jdp,jdp,2022-06-13,,2022-06-21,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00329-wmc,wmc,2022-06-14,,,442,n,Civil Rights,counseled,2022
3:22-cv-00331-slc,slc,2022-06-14,,2022-09-19,462,n,Immigration,counseled,2022
3:22-cv-00332-jdp,jdp,2022-06-14,,,442,n,Civil Rights,counseled,2022
3:22-cv-00333-jdp,jdp,2022-06-15,,,555,y,Prisoner Petitions,pro se,2022
3:22-cv-00334-jdp,jdp,2022-06-15,,2023-02-10,441,y,Civil Rights,pro se,2022
3:22-cv-00322-wmc,wmc,2022-06-15,,,190,n,Contract,counseled,2022
3:22-cv-00335-jdp,jdp,2022-06-16,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00336-wmc,wmc,2022-06-16,,,863,n,Social Security,counseled,2022
3:22-cv-00337-jdp,jdp,2022-06-17,,2022-07-06,530,y,Habeas Corpus,pro se,2022
3:22-cv-00338-wmc,wmc,2022-06-17,,,710,n,Labor,counseled,2022
3:22-cv-00339-wmc,wmc,2022-06-17,,2022-11-07,440,n,Civil Rights,counseled,2022
3:22-cv-00340-wmc,wmc,2022-06-20,,2023-02-07,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00341-slc,slc,2022-06-21,,2022-07-12,365,n,Torts/Personal Injury,counseled,2022
3:22-cv-00342-jdp,jdp,2022-06-21,,2023-03-15,442,n,Civil Rights,counseled,2022
3:22-cv-00343-jdp,jdp,2022-06-21,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00344-jdp,jdp,2022-06-22,,2022-07-12,470,n,Other Statutes,counseled,2022
3:22-cv-00345-jdp,jdp,2022-06-23,,2022-11-17,864,n,Social Security,counseled,2022
3:22-cv-00346-jdp,jdp,2022-06-23,,,864,n,Social Security,counseled,2022
3:22-cv-00347-jdp,jdp,2022-06-23,,,820,n,Intellectual Property Rights,counseled,2022
3:22-cv-00348-jdp,jdp,2022-06-24,,,555,y,Prisoner Petitions,pro se,2022
3:22-cv-00349-wmc,wmc,2022-06-24,,2022-11-29,864,n,Social Security,counseled,2022
3:22-cv-00350-jdp,jdp,2022-06-27,,,863,n,Social Security,counseled,2022
3:22-cv-00352-jdp,jdp,2022-06-27,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00353-wmc,wmc,2022-06-27,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00351-jdp,jdp,2022-06-27,,,442,y,Civil Rights,pro se,2022
3:22-cv-00354-slc,slc,2022-06-28,,2022-08-16,385,n,Personal Property,counseled,2022
3:22-cv-00355-jdp,jdp,2022-06-28,,2022-09-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00357-jdp,jdp,2022-06-29,,2023-05-23,625,n,Forfeiture/Penalty,counseled,2022
3:22-cv-00358-slc,slc,2022-06-29,,2022-09-14,190,n,Contract,counseled,2022
3:22-cv-00359-jdp,jdp,2022-06-30,,2022-11-22,440,n,Civil Rights,counseled,2022
